rank;company;country;region;industry;rnd;rndGrowth;sales;salesGrowth;rndIntensity;capex;capexGrowth;capexIntensity;opProfits;opProfitsGrouth;profitability;employees;employeesGrowth;marketCap;marketCapGrowth
942;BIOCRYST PHARMACEUTICALS;US;US;Pharmaceuticals & Biotechnology;165.9;68.0;138.8;782.4;119.5;2.1;364.0;1.5;-156.9;1.7;-113.1;358;45.5;2514.2;288.6
943;ANHUI CONSTRUCTION ENGINEERING;China;China;Construction & Materials;165.5;70.3;9670.9;25.5;1.7;184.6;114.8;1.9;610.1;13.4;6.3;17010;-6.6;963.7;-13.7
944;RICHTER GEDEON;Hungary;EU;Pharmaceuticals & Biotechnology;165.4;13.0;1709.4;11.3;9.7;125.0;25.0;7.3;367.3;19.1;21.5;12546;-2.6;4476.2;21.9
945;MICRO-STAR INTERNATIONAL;Taiwan;RoW;Technology Hardware & Equipment;165.2;39.1;6434.9;37.8;2.6;49.8;60.8;0.8;665.1;113.8;10.3;;;3515.6;-3.7
946;TRITON;UK;Row;Real Estate Investment & Services;165.1;-1.6;501.6;-25.2;32.9;6.1;-24.2;1.2;16.9;-115.9;3.4;2820;-8.7;;
947;CLOVIS ONCOLOGY;US;US;Pharmaceuticals & Biotechnology;164.8;-27.6;131.3;-9.6;125.4;0.3;-11.9;0.2;-199.3;-25.3;-151.8;413;-3.7;503.9;24.2
948;37;China;China;Automobiles & Parts;164.7;8.9;2242.3;12.7;7.3;47.4;-68.1;2.1;416.5;4.5;18.6;3996;-1.6;3389.9;-63.7
949;NXC;South Korea;RoW;Software & Computer Services;164.6;20.0;2764.0;-0.5;6.0;;;;820.1;-19.5;29.7;;;;
950;SQUARESPACE;US;US;Software & Computer Services;164.5;13.7;692.2;26.2;23.8;9.7;133.9;1.4;-190.3;-635.9;-27.5;1600;26.9;3540.4;
951;ECOLAB;US;US;Chemicals;164.2;0.5;11242.4;8.0;1.5;567.7;31.5;5.0;1584.9;11.4;14.1;47000;6.8;56924.4;14.6
952;WACKER CHEMIE;Germany;EU;Chemicals;164.2;4.9;6207.5;32.3;2.6;321.3;41.9;5.2;1070.3;353.1;17.2;14406;0.9;7815.1;78.7
953;INTERCEPT PHARMACEUTICALS;US;US;Pharmaceuticals & Biotechnology;163.6;-3.2;320.9;16.2;51.0;0.4;-89.8;0.1;-49.2;-74.5;-15.3;437;-12.2;437.1;-69.9
954;MITSUBISHI GAS CHEMICAL;Japan;Japan;Chemicals;163.1;6.0;5455.2;18.5;3.0;435.6;47.4;8.0;373.4;12.8;6.8;9888;9.9;3621.1;9.6
955;SAWAI;Japan;Japan;Pharmaceuticals & Biotechnology;163.0;;1498.3;;10.9;112.2;;7.5;-277.4;;-18.5;;;1684.2;
956;MCAFEE;US;US;Software & Computer Services;162.5;-61.3;1695.2;23.2;9.6;19.4;-47.6;1.1;546.5;197.6;32.2;2262;-67.3;;
957;POU CHEN;Taiwan;RoW;Personal Goods;162.4;-8.5;7649.0;-4.0;2.1;246.5;-2.3;3.2;161.3;1489.5;2.1;320740;6.2;3096.0;19.0
958;NEXON;Japan;Japan;Software & Computer Services;162.3;26.9;2121.8;-6.3;7.6;12.3;-32.3;0.6;706.2;-18.2;33.3;6683;6.3;13939.1;-17.9
959;PLANTRONICS;US;US;Technology Hardware & Equipment;162.1;-12.3;1484.3;-2.7;10.9;26.2;30.8;1.8;2.4;-96.6;0.2;6500;-20.7;;
960;LIVANOVA;UK;Row;Health Care Equipment & Services;161.9;20.0;914.1;10.8;17.7;22.5;-27.3;2.5;-53.9;-32.0;-5.9;3000;-25.0;3579.2;77.6
961;ADAGIO;US;US;Pharmaceuticals & Biotechnology;161.5;731.6;;;;0.1;;;-200.3;247.3;;103;51.5;3227.3;
962;SMC;Japan;Japan;Industrial Engineering;161.4;-2.8;5623.3;31.7;2.9;599.8;174.3;10.7;1759.8;48.4;31.3;;;36722.5;21.0
963;KURARAY;Japan;Japan;Chemicals;161.1;1.2;4865.5;16.2;3.3;528.8;-18.1;10.9;546.5;59.4;11.2;11330;169.1;2839.4;-4.6
964;FURUKAWA ELECTRIC;Japan;Japan;General Industrials;160.5;2.7;7193.4;14.6;2.2;282.1;9.3;3.9;76.8;68.8;1.1;50867;5.0;1292.6;-6.4
965;XIAMEN TUNGSTEN;China;China;Industrial Metals & Mining;160.4;52.1;4299.2;70.0;3.7;182.5;32.5;4.2;363.3;61.3;8.5;14508;5.0;5988.5;109.0
966;DAICEL;Japan;Japan;Chemicals;160.3;6.1;3617.5;18.9;4.4;336.2;25.4;9.3;314.7;45.7;8.7;;;2075.0;10.3
967;REGENXBIO;US;US;Pharmaceuticals & Biotechnology;160.2;9.1;415.3;204.3;38.6;74.3;213.3;17.9;141.3;-234.2;34.0;372;21.6;1214.9;20.8
968;GUANGZHOU SHIYUAN ELECTRONIC;China;China;Electronic & Electrical Equipment;160.1;33.6;2906.3;24.6;5.5;95.0;49.4;3.3;254.9;-6.1;8.8;5427;13.6;5441.9;0.3
969;ANHUI TRUCHUM ADVANCED MATERIALS AND TECHNOLOGY;China;China;Industrial Metals & Mining;160.0;45.8;5107.9;62.0;3.1;89.2;-7.1;1.7;118.7;41.9;2.3;6905;7.5;2415.2;57.0
970;AVALARA;US;US;Software & Computer Services;159.9;46.2;617.1;39.6;25.9;6.8;70.2;1.1;-103.2;71.7;-16.7;4465;33.2;13695.1;47.2
971;ENGIE;France;EU;Gas. Water & Multiutilities;159.0;-16.3;70726.0;26.9;0.2;5990.0;20.7;8.5;7322.0;134.2;10.4;171474;-0.7;29544.9;4.1
972;VDL GROEP;Netherlands;EU;Automobiles & Parts;159.0;1.3;4583.9;-18.3;3.5;121.0;-3.3;2.6;135.1;-34.2;2.9;15464;-1.7;;
973;LIVEPERSON;US;US;Software & Computer Services;158.8;36.2;414.6;28.1;38.3;40.4;9.8;9.7;-79.3;23.7;-19.1;1540;28.2;3948.4;13.3
974;CHINA LESSO;China;China;General Industrials;158.4;30.3;4443.1;14.2;3.6;452.0;56.1;10.2;729.0;10.7;16.4;20400;25.2;5845.1;15.1
975;ZHEJIANG COMMUNICATIONS TECHNOLOGY;China;China;Construction & Materials;158.2;42.8;6289.9;24.8;2.5;157.7;34.0;2.5;241.4;22.3;3.8;7815;11.1;1012.5;61.5
976;WH GROUP;China;China;Food & Drug Retailers;158.0;20.9;24097.6;6.7;0.7;814.1;67.3;3.4;1666.1;-12.4;6.9;107;0.0;11269.6;1.0
977;METRO;Germany;EU;General Retailers;158.0;3.9;24765.0;-3.4;0.6;184.0;-12.8;0.7;179.0;-42.8;0.7;95141;-2.6;4073.0;35.0
978;YANKUANG ENERGY;China;China;Mining;158.0;124.1;15053.9;57.1;1.0;1599.0;228.1;10.6;3616.3;235.2;24.0;61864;-3.1;2965.5;127.5
979;SEB;France;EU;Household Goods & Home Construction;157.9;15.6;8058.8;16.1;2.0;183.2;15.7;2.3;714.8;42.0;8.9;32695;-0.5;7371.0;-0.4
980;CHEGG;US;US;Software & Computer Services;157.9;4.6;685.4;20.5;23.0;92.8;-24.9;13.5;73.6;39.4;10.7;1736;-10.6;10630.5;32.1
981;COUPA SOFTWARE;US;US;Software & Computer Services;157.5;23.6;640.4;33.9;24.6;12.2;20.5;1.9;-215.1;46.3;-33.6;3076;17.6;15892.4;-18.1
982;SYNEOS HEALTH UK;UK;Row;Pharmaceuticals & Biotechnology;157.3;47.5;946.3;47.9;16.6;1.4;252.1;0.1;37.0;-40.2;3.9;1204;43.8;;
983;SANKEN ELECTRIC;Japan;Japan;Technology Hardware & Equipment;157.3;14.8;1358.0;12.0;11.6;132.5;68.4;9.8;106.0;-1228.8;7.8;;;1051.6;147.6
984;DANA;US;US;Automobiles & Parts;157.2;21.9;7897.8;25.9;2.0;325.8;13.2;4.1;325.8;117.1;4.1;40200;5.2;2982.5;67.6
985;WOLFSPEED;US;US;Technology Hardware & Equipment;157.0;-3.5;464.1;11.7;33.8;503.7;140.6;108.5;-186.2;10.3;-40.1;3466;-32.4;6112.6;50.7
986;ALARM.COM;US;US;Software & Computer Services;156.9;20.3;661.3;21.2;23.7;9.8;-31.5;1.5;54.4;8.0;8.2;1500;6.8;3715.6;43.6
987;MOMO;China;China;Mobile Telecommunications;156.8;-0.8;2020.2;-3.0;7.8;13.2;-23.2;0.7;-331.2;-194.4;-16.4;2051;-14.3;1925.3;-45.8
988;GLENMARK PHARMACEUTICALS;India;RoW;Pharmaceuticals & Biotechnology;156.7;-0.1;1446.6;12.7;10.8;;;;237.7;13.7;16.4;;;1778.2;13.0
989;ARVINAS;US;US;Pharmaceuticals & Biotechnology;156.6;68.4;41.2;114.2;379.9;4.1;-27.1;10.1;-172.4;56.4;-418.2;280;56.4;3744.6;316.5
990;FINCANTIERI;Italy;EU;Industrial Engineering;156.3;7.1;6799.6;17.6;2.3;309.8;33.1;4.6;310.4;-1288.4;4.6;20774;3.1;1251.3;24.8
991;SUMITOMO HEAVY INDUSTRIES;Japan;Japan;Industrial Engineering;156.0;3.7;7297.6;11.2;2.1;352.8;14.5;4.8;488.5;38.6;6.7;;;2736.4;19.4
992;NETDRAGON WEBSOFT;China;China;Software & Computer Services;155.6;2.7;975.1;14.6;16.0;19.1;-45.6;2.0;193.7;18.0;19.9;4834;-25.0;1096.5;-13.6
993;EAST JAPAN RAILWAY;Japan;Japan;Travel & Leisure;155.4;-14.5;15298.8;12.1;1.0;4507.4;-23.8;29.5;-1264.7;-72.8;-8.3;71240;-1.0;21711.0;7.7
994;WESTINGHOUSE AIR BRAKE TECHNOLOGIES;US;US;Industrial Engineering;155.4;8.6;6906.2;3.5;2.3;114.8;-4.7;1.7;845.0;17.4;12.2;25000;-7.4;14986.2;34.0
995;CHINA YUCHAI;Singapore;RoW;Industrial Engineering;155.3;-0.9;2947.4;3.3;5.3;79.3;-2.2;2.7;70.9;-49.5;2.4;8924;0.0;514.1;-12.3
996;SINOMA INTERNATIONAL ENGINEERING;China;China;Construction & Materials;155.2;89.6;4958.5;18.6;3.1;47.5;-25.1;1.0;375.5;32.5;7.6;12895;39.4;3198.3;113.6
997;IDEXX LABORATORIES;US;US;Pharmaceuticals & Biotechnology;155.2;10.0;2838.9;18.8;5.5;105.6;11.8;3.7;824.8;34.4;29.1;10350;11.3;50609.9;72.3
998;ZENTALIS PHARMACEUTICALS;US;US;Pharmaceuticals & Biotechnology;155.0;106.8;;;;5.4;705.7;;-191.2;82.3;;177;42.7;2712.5;123.3
999;E.ON;Germany;EU;Gas. Water & Multiutilities;155.0;15.7;77358.0;26.9;0.2;4487.0;2.9;5.8;-11167.0;-580.7;-14.4;72169;-7.6;29471.8;12.1
1000;RICHEMONT;Switzerland;RoW;Personal Goods;155.0;13.1;19181.0;45.9;0.8;754.0;95.3;3.9;3366.0;127.7;17.5;35853;3.1;51002.0;69.0
1001;IONIS PHARMACEUTICALS;US;US;Pharmaceuticals & Biotechnology;154.9;2.9;715.6;11.1;21.6;10.6;-66.0;1.5;-5.6;-95.6;-0.8;660;-12.8;4955.0;-26.3
1002;ANTA SPORTS PRODUCTS;China;China;Leisure Goods;154.7;28.1;6836.8;38.9;2.3;188.5;109.6;2.8;1524.0;20.1;22.3;52000;26.8;48973.3;109.0
1003;HARLEY-DAVIDSON;US;US;Automobiles & Parts;154.6;-13.5;4711.6;31.6;3.3;106.1;-8.3;2.3;730.0;491.9;15.5;5800;26.1;5369.5;43.2
1004;KRKA;Slovenia;EU;Pharmaceuticals & Biotechnology;154.6;0.7;1565.8;2.0;9.9;65.9;-11.9;4.2;353.6;-9.3;22.6;11511;-1.4;3672.9;28.7
1005;FARADAY;US;US;Automobiles & Parts;154.5;766.6;;;;84.5;15663.0;;-312.7;445.4;;745;64.8;263.0;
1006;HASHICORP;US;US;Software & Computer Services;154.5;156.7;283.2;51.4;54.5;0.2;-95.0;0.1;-255.4;244.4;-90.2;1850;12.1;;
1007;DHC SOFTWARE;China;China;Software & Computer Services;154.4;-2.2;1504.4;18.7;10.3;29.5;13.9;2.0;95.4;7.3;6.3;11766;15.3;2983.4;-34.2
1008;KT;South Korea;RoW;Fixed Line Telecommunications;154.1;12.6;18526.1;4.1;0.8;3163.4;14.1;17.1;1244.0;41.2;6.7;;;6372.6;37.2
1009;TUYA;China;China;Software & Computer Services;153.9;125.1;266.7;67.9;57.7;5.5;93.5;2.1;-162.1;162.8;-60.8;3470;112.0;4529.4;
1010;TOSOH;Japan;Japan;Chemicals;153.8;2.1;7101.3;25.3;2.2;343.9;-11.3;4.8;1093.1;61.1;15.4;13858;1.7;5021.2;26.9
1011;DISCO;Japan;Japan;Technology Hardware & Equipment;153.8;13.1;1961.9;38.8;7.8;336.9;107.2;17.2;707.5;72.3;36.1;;;8937.9;29.8
1012;ENANTA PHARMACEUTICALS;US;US;Pharmaceuticals & Biotechnology;153.7;27.3;85.7;-20.7;179.4;0.7;-48.1;0.8;-96.7;163.1;-112.9;155;9.9;1020.9;10.4
1013;TONGCHENG-ELONG HOLDINGS;China;China;Travel & Leisure;153.4;9.1;1044.7;27.1;14.7;43.0;93.8;4.1;109.3;84.7;10.5;5339;10.9;4533.1;22.2
1014;T&W MEDICAL;Denmark;EU;Health Care Equipment & Services;153.0;15.0;2057.2;17.9;7.4;43.7;25.1;2.1;92.2;-175.0;4.5;11546;6.6;;
1015;SUNGROW POWER SUPPLY;China;China;Alternative Energy;152.9;45.8;3328.6;25.6;4.6;230.9;73.3;6.9;305.4;-7.0;9.2;6726;49.7;23879.7;624.6
1016;ZYMEWORKS;Canada;RoW;Pharmaceuticals & Biotechnology;152.8;33.6;23.6;-31.5;648.7;11.0;187.8;46.5;-190.4;15.0;-808.2;458;29.0;1351.1;3.4
1017;SANAN OPTOELECTRONICS;China;China;Chemicals;152.7;18.9;1318.6;62.2;11.6;1181.0;102.0;89.6;286.5;52.3;21.7;18636;33.4;20524.6;33.8
1018;SMARTSHEET;US;US;Software & Computer Services;152.0;36.3;486.3;42.9;31.3;9.3;152.9;1.9;-150.1;41.1;-30.9;2539;32.6;8849.7;52.4
1019;EMBRAER;Brazil;RoW;Aerospace & Defence;151.5;55.6;3587.1;15.4;4.2;87.0;5.0;2.4;156.8;-168.6;4.4;15427;-1.5;2744.0;219.1
1020;PAYCOM SOFTWARE;US;US;Software & Computer Services;151.2;27.8;931.9;25.4;16.2;106.6;28.3;11.4;223.9;36.2;24.0;5385;27.7;25940.4;67.6
1021;FAIR ISAAC;US;US;Software & Computer Services;151.2;2.8;1162.4;1.7;13.0;6.7;-65.6;0.6;453.3;50.6;39.0;3650;-8.8;11681.0;8.4
1022;SOFTWARE;Germany;EU;Software & Computer Services;151.2;5.0;833.8;-0.1;18.1;11.2;17.8;1.3;116.4;-13.3;14.0;4819;2.5;3171.6;2.6
1023;TAIWAN POWER;Taiwan;RoW;Electricity;151.1;37.6;19424.7;4.3;0.8;;;;1538.3;-3.2;7.9;27870;;;
1024;NETSCOUT SYSTEMS;US;US;Software & Computer Services;151.1;-4.5;755.4;2.9;20.0;9.1;-13.6;1.2;42.9;30.8;5.7;2331;-3.7;1793.6;21.2
1025;ARCHER DANIELS MIDLAND;US;US;Food Producers;151.0;6.9;75268.4;32.5;0.2;1032.1;42.0;1.4;2532.2;67.5;3.4;41000;5.1;29597.5;34.8
1026;DENTSPLY SIRONA;US;US;Health Care Equipment & Services;151.0;48.7;3753.3;27.2;4.0;125.4;63.2;3.3;566.8;2369.2;15.1;15000;0.0;11905.9;37.5
1027;ALLISON TRANSMISSION;US;US;Software & Computer Services;151.0;16.3;2120.8;15.4;7.1;154.5;52.2;7.3;588.9;23.3;27.8;3400;3.0;3453.0;-3.7
1028;TOAST;US;US;Software & Computer Services;151.0;46.0;1505.4;107.1;10.0;10.6;-56.5;0.7;-201.3;3.6;-13.4;3172;;;
1029;AKESO;China;China;Pharmaceuticals & Biotechnology;150.9;44.1;31.3;224.8;482.5;98.7;60.3;315.6;-176.8;33.7;-565.4;1865;150.0;3718.9;41.2
1030;GOSSAMER BIO;US;US;Pharmaceuticals & Biotechnology;150.3;5.9;;;;1.4;2.9;;-190.8;-7.6;;185;-5.6;666.9;-28.3
1031;METTLER-TOLEDO INTERNATIONAL;US;US;Electronic & Electrical Equipment;149.9;21.2;3282.6;20.5;4.6;95.0;16.3;2.9;884.0;25.5;26.9;17800;7.9;31694.0;54.7
1032;JOH. VAILLANT;Germany;EU;Industrial Engineering;149.8;8.6;2733.4;4.3;5.5;72.7;-11.1;2.7;260.7;9.2;9.5;13672;4.8;;
1033;TAISHO PHARMACEUTICAL;Japan;Japan;Pharmaceuticals & Biotechnology;149.7;-4.4;2073.4;-4.9;7.2;77.6;-2.1;3.7;81.0;-40.9;3.9;;;4225.6;-1.5
1034;RELAY THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;149.7;74.8;2.7;-96.3;5597.0;3.1;79.8;114.6;-311.5;532.4;-11648.8;245;54.1;2621.4;-17.9
1035;CLARIANT;Switzerland;RoW;Chemicals;149.0;-13.0;4229.4;13.3;3.5;345.4;24.0;8.2;425.6;47.7;10.1;13374;1.1;6191.0;2.6
1036;NEMETSCHEK;Germany;EU;Software & Computer Services;148.9;4.8;681.5;14.2;21.8;9.9;9.1;1.5;172.2;39.9;25.3;3180;3.4;9605.0;24.5
1037;PLAYTECH;UK;Row;Software & Computer Services;148.8;-6.0;1252.0;3.6;11.9;49.6;18.9;4.0;77.2;287.9;6.2;6909;7.2;1485.5;13.4
1038;UNIMICRON TECHNOLOGY;Taiwan;RoW;Electronic & Electrical Equipment;148.7;19.7;3334.1;19.0;4.5;738.7;59.2;22.2;452.3;185.5;13.6;29134;-6.8;7077.0;100.4
1039;CARL BENNET;Sweden;EU;Support Services;148.2;-4.2;6378.9;2.5;2.3;134.5;8.6;2.1;772.4;-3.5;12.1;29354;2.0;;
1040;ENTEGRIS;US;US;Technology Hardware & Equipment;148.0;23.2;2029.7;23.6;7.3;186.0;59.9;9.2;487.3;39.0;24.0;6850;18.1;14383.4;80.6
1041;SNAM;Italy;EU;Gas. Water & Multiutilities;148.0;-10.3;3285.0;18.6;4.5;1096.0;9.5;33.4;1423.0;3.1;43.3;3430;5.6;16817.7;16.6
1042;AMBARELLA;US;US;Technology Hardware & Equipment;147.7;18.9;293.0;48.8;50.4;8.5;395.9;2.9;-26.2;-51.5;-8.9;899;14.4;3317.5;107.6
1043;CONFLUENT;US;US;Software & Computer Services;147.7;53.4;342.5;63.9;43.1;7.9;92.3;2.3;-299.9;45.7;-87.6;1981;34.5;1361.3;
1044;ATEA PHARMACEUTICALS;US;US;Pharmaceuticals & Biotechnology;147.6;339.7;310.2;622.5;47.6;0.0;-84.6;0.0;204.7;1830.3;66.0;59;51.3;2172.1;
1045;ENN NATURAL GAS;China;China;Pharmaceuticals & Biotechnology;147.6;66.2;15908.0;31.9;0.9;1167.4;21.7;7.3;1795.5;18.3;11.3;39474;0.5;4064.8;97.7
1046;ANAPLAN;US;US;Software & Computer Services;147.6;51.2;522.8;32.3;28.2;9.2;82.7;1.8;-177.2;30.5;-33.9;2200;15.8;;
1047;RAPID7;US;US;Software & Computer Services;147.5;49.4;472.7;30.1;31.2;8.0;-34.7;1.7;-91.2;45.5;-19.3;2353;27.4;5985.2;105.8
1048;TOPPAN PRINTING;Japan;Japan;Support Services;147.5;18.7;11963.5;5.5;1.2;328.9;-24.9;2.7;525.0;75.8;4.4;;;5109.6;14.7
1049;CEMEX;Mexico;RoW;Construction & Materials;147.4;135.2;13008.1;12.0;1.1;707.2;48.9;5.4;1584.0;-886.8;12.2;;;10713.7;135.0
1050;CHRISTIAN DIOR;France;EU;Personal Goods;147.0;5.8;64215.0;43.8;0.2;2675.0;34.8;4.2;17017.0;113.1;26.5;175647;16.7;115163.8;78.4
1051;LUXI CHEMICAL GROUP;China;China;Chemicals;146.7;79.8;4342.4;80.8;3.4;521.2;29.6;12.0;1055.7;352.9;24.3;12414;-0.8;4699.6;126.6
1052;AMKOR TECHNOLOGY;US;US;Technology Hardware & Equipment;146.6;18.0;5419.7;21.5;2.7;688.5;41.0;12.7;676.6;61.3;12.5;30400;4.6;5926.3;128.0
1053;CCC INTELLIGENT SOLUTIONS;US;US;Software & Computer Services;146.6;51.6;607.7;;24.1;33.8;;5.6;-127.7;13771.1;-21.0;2250;112400.0;6183.0;
1054;BLACKBAUD;US;US;Software & Computer Services;145.7;16.0;819.1;1.6;17.8;10.3;-60.7;1.3;22.2;-32.8;2.7;3600;16.1;3007.8;7.6
1055;STANLEY ELECTRIC;Japan;Japan;Automobiles & Parts;145.6;19.0;2957.5;6.4;4.9;219.9;-3.2;7.4;214.5;-22.7;7.3;;;3683.7;-9.8
1056;CHINA TRANSINFO TECHNOLOGY;China;China;Software & Computer Services;145.4;31.4;1418.8;9.2;10.2;62.4;6.3;4.4;109.3;-23.9;7.7;7090;11.8;2613.2;-26.3
1057;WUXI LEAD INTELLIGENT EQUIPMENT;China;China;Electronic & Electrical Equipment;145.2;56.2;1384.9;72.1;10.5;70.2;18.9;5.1;232.8;54.0;16.8;14858;80.9;14985.0;173.6
1058;SILICON MOTION TECHNOLOGY;Taiwan;RoW;Technology Hardware & Equipment;145.1;34.9;814.1;70.9;17.8;21.8;26.2;2.7;217.1;205.5;26.7;1434;8.4;2302.2;88.3
1059;NIPRO;Japan;Japan;Health Care Equipment & Services;144.8;0.4;3825.1;8.6;3.8;616.9;55.9;16.1;165.2;-18.4;4.3;36259;2.9;1698.0;7.2
1060;KINGSOFT CLOUD;China;China;Software & Computer Services;144.7;34.7;1255.8;37.8;11.5;100.2;-53.6;8.0;-251.2;50.1;-20.0;10209;371.3;6358.5;735.5
1061;ABIOMED;US;US;Health Care Equipment & Services;144.3;34.1;911.0;21.7;15.8;31.6;-33.0;3.5;124.2;-38.7;13.6;2003;16.1;14582.9;19.2
1062;GCL TECHNOLOGY;China;China;Electricity;144.2;96.7;2730.1;34.7;5.3;814.7;180.0;29.8;623.7;-273.0;22.8;8863;15.8;;
1063;ZHEJIANG CHINT ELECTRICS;China;China;Electronic & Electrical Equipment;143.9;9.4;5222.1;16.3;2.8;1667.9;73.0;31.9;755.0;7.0;14.5;30391;8.0;18758.0;82.6
1064;MERZ PHARMA;Germany;EU;Pharmaceuticals & Biotechnology;142.6;14.3;1063.3;8.3;13.4;;;;52.1;34.1;4.9;3311;4.1;;
1065;ARCTURUS THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;142.5;234.1;10.9;29.6;1305.9;3.0;95.5;27.6;-179.1;183.6;-1641.3;177;50.0;1274.0;22.7
1066;IROBOT;US;US;Software & Computer Services;142.4;3.0;1381.8;9.4;10.3;26.4;-5.3;1.9;0.8;-99.3;0.1;1372;13.5;2012.2;9.9
1067;CEREVEL;US;US;Pharmaceuticals & Biotechnology;142.1;55.8;;;;9.3;-44.4;;-194.3;47.6;;200;92.3;4049.6;
1068;IGG;Singapore;RoW;Leisure Goods;142.0;80.8;685.1;10.7;20.7;14.5;295.6;2.1;62.5;-59.3;9.1;3101;53.4;1007.2;-19.2
1069;MANDO CORPORATION;South Korea;RoW;Automobiles & Parts;141.8;14.7;4574.2;10.5;3.1;179.3;21.9;3.9;172.9;161.9;3.8;;;2120.8;93.3
1070;HUAFON CHEMICAL;China;China;Chemicals;141.8;101.9;3746.9;92.7;3.8;293.1;33.8;7.8;1281.8;247.1;34.2;7395;12.6;3762.4;128.5
1071;HYUNDAI ENGINEERING & CONSTRUCTION;South Korea;RoW;Construction & Materials;141.4;7.0;13442.2;6.5;1.1;91.1;34.6;0.7;560.7;37.3;4.2;;;4598.6;72.1
1072;INSULET;US;US;Health Care Equipment & Services;141.4;9.1;970.2;21.5;14.6;98.8;-13.3;10.2;111.2;144.7;11.5;2300;21.1;18109.9;43.2
1073;GUOXUAN HIGH-TECH;China;China;Electronic & Electrical Equipment;141.3;63.7;1406.6;54.3;10.0;616.7;112.5;43.8;113.4;-7.4;8.1;11410;46.0;8779.5;112.1
1074;FATE THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;141.0;69.5;49.3;77.7;285.9;44.8;928.1;90.8;-191.6;69.4;-388.6;449;60.9;6156.0;120.6
1075;HOLITECH TECHNOLOGY;China;China;Chemicals;140.7;16.8;2192.7;-6.1;6.4;140.8;-6.7;6.4;82.7;-268.7;3.8;19002;-8.6;1496.7;-23.2
1076;ADVANCED ENERGY INDUSTRIES;US;US;Electronic & Electrical Equipment;140.7;64.7;1285.5;2.8;10.9;28.1;-12.6;2.2;138.1;-17.3;10.7;10000;0.0;3055.3;21.8
1077;CHANGCHUN HIGH & NEW TECHNOLOGY INDUSTRIES;China;China;Pharmaceuticals & Biotechnology;140.6;57.2;1470.8;25.4;9.6;309.0;103.2;21.0;661.8;24.0;45.0;8045;28.8;13101.8;-40.5
1078;YASKAWA ELECTRIC;Japan;Japan;Electronic & Electrical Equipment;140.5;1.8;3703.6;22.9;3.8;187.3;181.4;5.1;409.8;94.9;11.1;12897;-0.2;11092.0;41.0
1079;SENSATA TECHNOLOGIES HOLDING;UK;Row;Electronic & Electrical Equipment;140.4;21.0;3373.5;25.5;4.2;127.5;35.3;3.8;559.1;87.5;16.6;21300;10.9;8275.3;43.2
1080;TOKYO ELECTRIC POWER;Japan;Japan;Electricity;140.4;3.1;41049.5;-9.5;0.3;4266.6;-8.0;10.4;-2883.3;-360.0;-7.0;37939;0.1;3590.4;-7.4
1081;OTIS WORLDWIDE;US;US;Industrial Engineering;140.4;4.6;12624.0;12.1;1.1;137.7;-14.8;1.1;1915.1;18.5;15.2;70000;1.4;34749.7;44.5
1082;LEPU MEDICAL TECHNOLOGY BEIJING;China;China;Health Care Equipment & Services;140.2;39.2;1455.2;32.9;9.6;136.4;64.0;9.4;374.7;25.2;25.7;10941;16.5;5506.9;-33.4
1083;LIANBIO;US;US;Pharmaceuticals & Biotechnology;140.1;31.3;;;;0.8;6.9;;-172.7;45.0;;107;;;
1084;LILIUM;Netherlands;EU;Travel & Leisure;140.0;60.6;0.0;-51.5;297800.0;17.1;;36380.9;-401.2;189.4;-853619.1;745;;;
1085;ZHE JIANG HUA HAI PHARMACEUTICAL;China;China;Pharmaceuticals & Biotechnology;139.5;72.0;906.1;2.3;15.4;337.4;90.7;37.2;88.4;-59.3;9.8;7019;5.5;3225.7;-61.4
1086;ADC THERAPEUTICS  ADC THERAPEUTICS;Switzerland;RoW;Pharmaceuticals & Biotechnology;139.5;11.2;29.9;;465.8;3.0;328.2;10.1;-231.1;19.4;-771.6;31;-3.1;1976.0;-28.4
1087;LIVERAMP HOLDINGS;US;US;Software & Computer Services;139.4;16.9;466.8;19.3;29.9;4.0;106.2;0.9;-56.6;-43.8;-12.1;1400;16.7;2938.5;-9.5
1088;ASIAINFO TECHNOLOGIES;China;China;Software & Computer Services;139.4;19.7;955.6;14.5;14.6;4.3;-20.4;0.5;125.3;22.5;13.1;13332;0.9;1333.5;41.6
1089;DOVER;US;US;Industrial Engineering;139.3;11.1;6981.4;18.3;2.0;151.4;3.5;2.2;1155.1;33.8;16.5;25000;8.7;22162.3;58.7
1090;REVOLUTION MEDICINES;US;US;Pharmaceuticals & Biotechnology;139.1;76.5;25.9;-31.6;536.1;5.8;122.6;22.2;-166.0;69.8;-639.7;188;50.4;1889.9;14.6
1091;HEALTHEQUITY;US;US;Health Care Equipment & Services;138.9;26.1;668.0;3.1;20.8;7.9;-32.0;1.2;25.9;-63.3;3.9;3715;22.2;4731.4;30.6
1092;LEGO;Denmark;EU;Leisure Goods;138.9;7.2;7440.8;26.7;1.9;419.0;69.2;5.6;2293.6;32.0;30.8;20198;6.6;;
1093;DIEBOLD;US;US;Technology Hardware & Equipment;138.7;8.6;3448.0;0.1;4.0;17.8;-26.5;0.5;145.9;56.5;4.2;22000;0.0;752.7;31.6
